type,availability,duration,feature_1,feature_2,feature_3,feature_4,feature_5,attributes,element_uid,is_movie,avail_p,avail_r,avail_s,f1,f2,f3,f4,f5,f5_0,f5_1,f5_2,f5_3,f5_4,f5_5,attr_cluster,attr_cluster_0,attr_cluster_1,attr_cluster_2,attr_cluster_3,attr_cluster_4,attr_cluster_5,attr_cluster_6,attr_cluster_7,attr_cluster_8,attr_cluster_9,rating,bookmarks_freq,watched_time,transactions_freq
movie,"['purchase', 'rent', 'subscription']",100,7.572304818148404,0.6974980951,10,1.1230198714,1.6547073468,"234,2932,287,3830,7,8700,32,42,43,14,15,17,18,19,20,21,25",2633,1,1,1,1,0.9877215388014227,0.7691804072598525,10,0.9536002793212859,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,8.0,10.543461778516788,4585.218905472637,10.77843915785868
movie,['subscription'],40,7.616068395163015,0.7756523940000001,10,1.1230198714,1.5927161087,"32073,32074,32075,15435,7,32076,32077,32078,1134,14,15,1135,11867,25",2634,1,0,0,1,0.9954826398974443,0.9084643481324635,10,0.9536002793212859,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,8.666666666666666,10.504241065363507,1746.3728323699422,9.136693002191922
series,['purchase'],20,7.353871468938986,0.7236371109999999,3,1.1335254517,1.6547073468,"2056,30075,20760,17040,458,7,14542,34378,34379,43,1540,34380,34381,25",2635,0,1,0,0,0.9489842275119238,0.8157644748841073,3,0.9793786123430372,4,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,10.0,10.206989541895574,7897.735099337749,11.064464229102832
movie,"['purchase', 'rent', 'subscription']",100,7.516613039831879,0.7711883384,9,1.1230198714,1.5927161087,"14506,14507,14508,8166,3343,270,14509,42,14,15,19,272,20,14510,14511",2636,1,1,1,1,0.9778450718575189,0.9005086596419556,9,0.9536002793212859,3,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,8.3,9.603454520025316,4589.52205882353,10.475941999621758
movie,"['purchase', 'rent']",100,7.625923822676803,0.7449237343,4,1.1043740383,1.6547073468,"892,6839,1367,2431,885,437,7,5710,42,17,18,19,20,8405,16140",2637,1,1,1,0,0.9972304168045627,0.8537007729870227,4,0.9078475953767549,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,8.0,10.430133093209784,3092.5978260869565,11.559955488868715
movie,"['purchase', 'rent', 'subscription']",90,6.792717978580734,0.7531803573,12,1.1175823742,1.5927161087,"23305,23306,23307,23308,23309,5067,7,23310,42,1225,11,43,14,15,17,19,20,151,21,23311",2638,1,1,1,1,0.8494683911441177,0.8684154464717264,12,0.9402578832209545,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,8.333333333333334,11.277430953596989,2047.4928571428572,10.041489354640342
movie,"['purchase', 'rent', 'subscription']",140,7.610589418711111,0.7645936086,47,1.140272879,1.6547073468,"2754,50,287,764,127,7,2763,31,32,10,14,15,131,170,33,17,21,35,36,37,25",2639,1,1,1,1,0.9945109896566118,0.8887557558546753,47,0.9959352825137904,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.5888671875,5.960537201476016,6715.78473142558,5.061166003467745
movie,[],50,7.235488280492736,0.7268892362,0,1.1318073548,1.6547073468,"11258,11259,192,2664,83,11260,1134,1241,25",264,1,0,0,0,0.9279899679866113,0.8215603021187259,0,0.9751627886772245,4,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,13.762337603384989,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",80,7.538004088510857,0.8024456926000001,21,1.0474065409,1.0,"16545,9715,12566,18285,396,18105,3771,1383,14,15,3274,272,6479,5216,16522,4861,25",2640,1,1,1,1,0.9816385938379559,0.9562144561944605,21,0.7680621596885469,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,9.3,9.296429484730405,4000.657469717362,8.77790084064005
movie,"['purchase', 'rent', 'subscription']",80,7.6227830765410225,0.68679119,16,1.1419293948,1.4496666915,"10884,10885,10886,10887,3386,571,10888,1492,14,15,16,131,17,18,19,25",2641,1,1,1,1,0.9966734319797481,0.750098924118596,16,1.0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,8.368421052631579,7.719704769702607,4815.162925170068,8.095579205585029
movie,"['purchase', 'rent']",90,7.527077777023733,0.6485809633,7,1.1386044027,1.6804096966,"8111,1413,2353,1119,2082,7,3059,43,33,17,20,388,8493,8494,1378,171,25",2642,1,1,1,0,0.9797009046945413,0.6820019540053901,7,0.9918412166485946,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.928571428571429,8.699742570358021,5052.4453441295545,10.572355729289779
movie,"['purchase', 'rent']",110,6.757011366285002,0.7510260541,6,1.1082255103,1.6547073468,"1805,190,4891,4645,3675,192,7,4892,42,43,4893,4894,4895,17,18,19,20,4896,4897,4898",2643,1,1,1,0,0.8431361247543956,0.8645761203725388,6,0.91729824208115,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,7.5,11.682896061705152,3839.710743801653,11.285953520321014
movie,"['purchase', 'rent']",160,6.20446048467785,0.7808569476,7,1.0903647208,1.6547073468,"657,2580,14041,14042,3008,14043,14044,4767,1461,14045,14046,14047,7,3372,31,42,14048,2841,17,19,20,151,14049,489",2644,1,1,1,0,0.7451458884577289,0.917739727044355,7,0.8734718786995477,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,8.91891891891892,8.95015324801257,8353.532033426183,10.198421677429478
movie,"['purchase', 'rent', 'subscription']",80,7.115504095793319,0.6862732187,11,1.1283323575,1.6547073468,"13892,13893,11940,13894,368,245,246,83,13895,31,32,43,14,15,17,18,19,20,21,13896",2645,1,1,1,1,0.9067117852853883,0.7491758132348914,11,0.966635926277335,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7.962117344646453,13.762337603384989,2638.6629834254145,10.88324703465193
movie,"['purchase', 'rent']",90,7.4261065797808365,0.6615934043,5,1.1369237919,1.6547073468,"13330,8002,1475,1918,2568,7,3472,54,17,18,19,20,13331,171,25",2646,1,1,1,0,0.9617945148826015,0.7051922850346708,5,0.9877173754475184,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,7.0,10.178818664928878,5493.3239436619715,11.81906418887644
movie,"['purchase', 'rent', 'subscription']",70,7.618483994589349,0.74050001,9,1.140272879,1.0,"6629,7,6630,6631,1134,14,15,131,170,33,17,22,25",2647,1,1,1,1,0.9959110260722996,0.8458169615715263,9,0.9959352825137904,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.375,9.331520804541675,4685.389830508475,11.311059441452091
movie,"['purchase', 'rent', 'subscription']",90,7.55470740716204,0.6878248779,9,1.1369237919,0.0,"26412,26413,26414,26415,82,26416,26417,1492,14,15,16,17,18,19,20,25",2648,1,1,1,1,0.9846007864541493,0.7519411276361345,9,0.9877173754475184,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7.5,11.364442330586618,5030.008048289738,9.873154039821127
movie,['purchase'],140,7.639544039921435,0.7620887548999999,7,1.1335254517,1.5927161087,"1121,385,3099,2003,626,7,627,31,32,10,54,3100,3101,3102,3103,3104,132,25",2649,1,1,0,0,0.9996458474022507,0.884291690543415,7,0.9793786123430372,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7.962117344646453,10.766605329830996,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",80,7.632474665415592,0.6929487826,13,1.140272879,1.4496666915,"11599,2228,83,11600,11601,1492,14,15,16,131,17,18,19,25",265,1,1,1,1,0.9983921534867106,0.7610727768136785,13,0.9959352825137904,2,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,8.322033898305085,7.497036390647279,3759.8560411311055,8.508726809865209
movie,"['purchase', 'rent']",120,7.6364678881004515,0.7184658551,14,1.1419293948,1.6804096966,"318,319,320,321,7,322,308,42,54,175,131,170,33,17,25",2650,1,1,1,0,0.9991003178341034,0.8065484380038541,14,1.0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.75,6.208002779659241,7153.3432835820895,8.188171992412853
movie,"['purchase', 'rent', 'subscription']",120,6.957082692709745,0.7848093215,26,1.1157410659,1.6804096966,"144,134,9108,4987,732,7,51,52,6753,85,42,54,14,15,17,18,19,20,21,55,9109,171",2651,1,1,1,1,0.8786170862461677,0.9247835137629645,26,0.9357397264701928,5,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,8.772222222222222,7.4167012425563925,4746.3035674717485,7.667026666090755
series,[],50,7.507432459333803,0.7582981253,0,1.1318073548,1.6547073468,"34314,34315,34316,12561,2469,270,29853,123,42,34317,25",2652,0,0,0,0,0.9762169733741168,0.8775361590306581,0,0.9751627886772245,4,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,12.376043242265098,0.0,16.081744065917757
movie,"['purchase', 'rent']",110,7.609694692598879,0.6692873352,4,1.1386044027,1.6804096966,"548,214,2861,2311,7,5614,42,131,170,33,17,25",2653,1,1,1,0,0.99435231753052,0.7189041477426295,4,0.9918412166485946,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.142857142857143,10.871965845488823,3428.1941176470586,9.847333340199384
series,"['purchase', 'subscription']",0,7.63006185987792,0.6929487826,11,1.1352308688,1.0,"22225,26420,26422,34527,270,35143,35144,35145,1492,14,15,3273,25",2654,0,1,0,1,0.9979642627844341,0.7610727768136785,11,0.9835633226293208,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,8.0,11.970578134156934,1077.453947368421,9.111953396016165
movie,"['purchase', 'rent']",100,6.86805620218147,0.7328512145,5,1.0924188052,1.5927161087,"650,7664,7665,7666,7667,7,4798,54,17,18,19,20,2439,7668",2655,1,1,1,0,0.8628289893777767,0.832185537642667,5,0.8785121401801992,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,8.166666666666666,11.054287402282778,5324.279069767442,12.320543950224193
movie,"['purchase', 'rent']",90,6.792717978580734,0.7310273681,3,1.0924188052,1.5927161087,"23542,23543,23544,3736,3201,7,23545,10,42,19,20,12012,23546,188",2656,1,1,1,0,0.8494683911441177,0.8289351404448959,3,0.8785121401801992,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,10.0,11.054287402282778,5244.071428571428,12.749539555742551
movie,"['purchase', 'rent', 'subscription']",80,7.098404423846305,0.7364711209,10,1.1230198714,1.5927161087,"5170,10393,10394,559,7,10395,42,43,14,15,239,20,21,1775,1710",2657,1,1,1,1,0.9036793027567029,0.8386368120585133,10,0.9536002793212859,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,8.028571428571428,8.827863670254297,2876.4664967225053,8.16384347958984
movie,"['purchase', 'rent', 'subscription']",80,7.101301534321461,0.7715964820000001,8,1.0754509678,1.0,"13451,12891,14869,14870,13491,396,13436,3771,14,15,3274,3275,272,13437",2658,1,1,1,1,0.9041930808529615,0.9012360393235606,8,0.8368768805690641,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,7.962117344646453,12.663725314716878,428.2608695652174,12.946249849988606
series,[],0,7.596817473251991,0.74050001,7,1.1369237919,1.0,"20799,270,34196,1492,34197,34198,25",2659,0,0,0,0,0.9920686513404031,0.8458169615715263,7,0.9877173754475184,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,8.4,8.934023866082688,15374.86272021499,6.579032632003661
movie,['subscription'],100,7.633651752308803,0.74050001,10,1.1386044027,1.6547073468,"6306,26306,31968,28477,7,27238,42,14,15,1135,25",266,1,0,0,1,0.9986008999146812,0.8458169615715263,10,0.9918412166485946,4,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,6.909090909090909,11.277430953596989,2759.7608695652175,10.461343200200606
movie,"['purchase', 'rent', 'subscription']",120,7.245026238795659,0.7808569476,26,1.1335254517,1.6547073468,"14592,5099,15447,1626,1249,113,7,8293,54,14,15,17,18,19,20,21,8295,197,25",2660,1,1,1,1,0.9296814444080634,0.917739727044355,26,0.9793786123430372,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,8.571428571428571,7.109474574031641,4996.068879884982,7.139152428685904
movie,"['purchase', 'rent', 'subscription']",100,6.839117481859728,0.7360206399,19,1.1283323575,1.5927161087,"1575,1174,2461,998,75,7,2462,31,32,9,42,43,14,15,17,18,19,20,21,22,2463,2464,2465,24,25",2661,1,1,1,1,0.8576969515205521,0.8378339800985144,19,0.966635926277335,3,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,8.684848484848485,8.350691551529948,4882.182535314621,7.478189708853475
series,"['purchase', 'subscription']",60,7.5879631809154695,0.7620887548999999,8,1.0346362771,1.5927161087,"33704,33705,33054,18485,396,33706,33707,33708,43,14,15,32811",2662,0,1,0,1,0.9904984173091553,0.884291690543415,8,0.7367268023249927,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,9.0,11.459752510390942,2615.293103448276,10.922688766703226
movie,"['purchase', 'rent', 'subscription']",80,7.292049975683708,0.4610591167,14,1.1335254517,1.0,"13955,13956,13957,13958,12938,270,13959,10,11,14,15,131,17,18,19,328,272,13960,25",2663,1,1,1,1,0.9380207073476314,0.347806878855695,14,0.9793786123430372,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,3.0,12.663725314716878,3580.8571428571427,14.135833916862442
movie,"['purchase', 'rent']",100,7.174227427116841,0.7132183956999999,3,1.1248043047,1.5927161087,"31957,3310,52,31958,123,43,19,20,31959,1684,489",2664,1,1,1,0,0.9171258725741143,0.7971965938303656,3,0.9579788776041913,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,7.962117344646453,13.762337603384989,4432.0,14.472306153483656
movie,[],40,6.684255690870895,0.7674938418,0,1.0819607777,1.0,"13401,13402,13403,13404,9657,396,13405,13406,13407,43,13408,13409,13410,13411,13412,644",2665,1,0,0,0,0.8302335196494766,0.8939244531014185,0,0.8528504910425849,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,7.5,11.682896061705152,1216.9495798319329,11.302620572806227
movie,"['purchase', 'rent', 'subscription']",80,7.217085195021981,0.6474266504,10,1.1101274384,1.6547073468,"31926,167,11748,7,1502,42,43,14,15,17,19,20,151,21,31927",2666,1,1,1,1,0.9247263360680051,0.6799447767038855,10,0.9219651461973579,4,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,5.333333333333333,10.871965845488823,3229.417322834646,11.237556979459164
movie,"['purchase', 'rent', 'subscription']",80,7.424645624424075,0.6888555740000001,9,1.1318073548,1.6547073468,"12479,12480,12481,270,12482,42,14,15,19,272,20,12483",2667,1,1,1,1,0.9615354267779701,0.7537779992691809,9,0.9751627886772245,4,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,7.962117344646453,12.663725314716878,1845.46,12.169721060489609
movie,"['purchase', 'rent', 'subscription']",100,7.297321077759522,0.6980000053000001,8,1.1318073548,1.6547073468,"1588,2147,6154,7479,7480,7,7481,32,54,43,14,15,17,18,19,20,21,7482,7483,25",2668,1,1,1,1,0.9389554928219583,0.7700748945958544,8,0.9751627886772245,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7.5,10.871965845488823,3892.3308270676694,11.191394937696002
movie,['purchase'],80,7.480921619215015,0.6380549192,4,1.1369237919,0.0,"796,10203,10204,7,10205,54,388,151,10206,25",2669,1,1,0,0,0.9715154995838531,0.6632427952043776,4,0.9877173754475184,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.962117344646453,11.364442330586618,4607.333333333333,14.983131777249646
movie,"['purchase', 'rent', 'subscription']",90,7.2813776894097115,0.7305699431999999,12,1.1335254517,1.5927161087,"30335,7488,27261,4369,10333,7,22100,42,43,14,15,17,18,19,20,21,30336,25",267,1,1,1,1,0.9361280674322399,0.8281199333018212,12,0.9793786123430372,3,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,8.0,10.671295150026673,3028.0240384615386,9.645593697548328
movie,"['purchase', 'rent', 'subscription']",110,6.957082692709745,0.7333057202,14,1.1300763881,1.5927161087,"310,11121,1626,1976,5600,7,5555,31,10,42,138,14,15,19,20,21,11122,2852,25",2670,1,1,1,1,0.8786170862461677,0.832995542286507,14,0.9709153854145831,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,8.35897435897436,9.830511970660663,4182.387665198238,9.270499687316462
movie,"['purchase', 'rent']",100,7.368768625781337,0.7378191548999999,5,1.1335254517,1.5927161087,"4025,556,1415,2839,4510,52,8824,42,124,17,18,19,20,8825,25",2671,1,1,1,0,0.9516261125721459,0.8410392325343274,5,0.9793786123430372,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,8.5,10.584283773037043,5514.65306122449,12.189923767807128
movie,"['purchase', 'rent']",80,7.165944578714032,0.7296533269,4,1.1230198714,1.0,"3301,2425,13961,1054,192,7,13962,9,11,170,33,17,20,13963",2672,1,1,1,0,0.91565697930253,0.8264863708192836,4,0.9536002793212859,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.833333333333334,10.584283773037043,5795.933333333333,12.6805466842556
movie,"['purchase', 'rent', 'subscription']",100,7.418291343196795,0.7436023776,19,1.1369237919,1.4496666915,"10052,3338,10053,4392,6738,270,10054,11,43,14,15,17,18,19,328,272,20,44,10055,10056,4397,4122,25",2673,1,1,1,1,0.9604085486212552,0.8513458958904996,19,0.9877173754475184,2,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,8.823529411764707,11.816427454329675,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",20,7.556311709667481,0.7561746531,13,1.0319953002,1.4496666915,"21877,396,21878,1492,14,15,3273,16,6478,6479,3277",2674,1,1,1,1,0.9848852959660015,0.8737517788940279,13,0.7302464385481384,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,7.545454545454546,10.871965845488823,1492.8861720067453,9.003402486360084
movie,[],100,7.225845762996677,0.4782011806,1,1.1335254517,1.5927161087,"12611,12612,12613,12614,12447,270,12615,10,43,12616,12617,12618,25",2675,1,0,0,0,0.9262799488745517,0.3783568837599309,1,0.9793786123430372,3,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,13.762337603384989,0.0,16.081744065917757
movie,"['purchase', 'rent']",80,7.111291881973457,0.6070697127,7,1.1318073548,1.5927161087,"10389,15982,15983,7,15984,11,43,17,18,19,20,15985,165",2676,1,1,1,0,0.9059647847081025,0.60802201105284,7,0.9751627886772245,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,7.666666666666667,11.565113026048769,5282.909090909091,13.683848793119385
movie,"['purchase', 'rent']",100,6.9643993734692575,0.7413891620999999,6,1.1230198714,1.6804096966,"61,446,2353,5375,1291,336,52,9302,308,54,17,18,19,20,316,26863,26864",2677,1,1,1,0,0.8799146378389668,0.8474015782882807,6,0.9536002793212859,5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,8.75,9.34349699558839,4617.008130081301,11.269559710545337
movie,"['purchase', 'rent']",90,6.20446048467785,0.6974980951,2,1.0710069277,1.6547073468,"17621,17622,17623,17624,17625,17626,192,17627,308,42,54,14202,17628,19,20,17629,489,17630,17631,17632",2678,1,1,1,0,0.7451458884577289,0.7691804072598525,2,0.8259722049216074,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7.962117344646453,13.762337603384989,3394.0,14.695449704797864
series,"['purchase', 'subscription']",40,7.599881942523649,0.7314842061,15,1.1352308688,1.5927161087,"3225,26213,34693,34334,270,33749,130,123,138,14,15,328,32811,56,25",2679,0,1,0,1,0.9926121091070077,0.8297493016346953,15,0.9835633226293208,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,8.0,10.817898624218548,6109.079881656805,10.258698170434737
movie,"['purchase', 'rent']",90,6.818387363828946,0.6709146277,3,1.1248043047,1.6547073468,"1612,32356,32357,32358,22504,7,10611,31,42,54,19,20,32359",268,1,1,1,0,0.854020640013482,0.7218042532460061,3,0.9579788776041913,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7.962117344646453,12.376043242265098,3114.0,14.695449704797864
movie,"['purchase', 'rent']",120,7.154244876931594,0.7703706452,8,1.1230198714,1.5927161087,"310,1625,8805,3657,1585,3386,7,52,2836,123,9,10,42,11,17,19,20,151,3327,4797,489",2680,1,1,1,0,0.9135821359162937,0.8990513945532306,8,0.9536002793212859,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,9.0,9.296429484730405,8465.211538461539,11.031888058668219
movie,"['purchase', 'rent', 'subscription']",100,7.37382991855742,0.6929487826,12,1.1335254517,1.6804096966,"27908,27909,27910,27911,27912,367,1319,83,51,27913,42,14,15,17,18,19,20,55,27914,27915,27916,25",2681,1,1,1,1,0.9525236901375866,0.7610727768136785,12,0.9793786123430372,5,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,9.0,10.543461778516788,1841.7207207207207,11.372213864605422
movie,[],170,6.951682963863966,0.7687296043999999,0,1.0346362771,1.5927161087,"25345,25346,25347,25348,25349,2689,25350,42,25351,25352,25353",2682,1,0,0,0,0.8776594898995711,0.8961267872958716,0,0.7367268023249927,3,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,13.762337603384989,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",90,7.472642961938628,0.6959881059999999,8,1.1335254517,1.6547073468,"9893,12363,23569,1798,23570,7,13731,54,14,15,17,18,19,20,21,23571,23572,25",2683,1,1,1,1,0.9700473495731741,0.7664893558975747,8,0.9793786123430372,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7.962117344646453,11.197388245923452,2259.7727272727275,12.297554431999494
movie,"['purchase', 'rent']",130,7.154244876931594,0.7922000831,5,1.0398293713,1.5927161087,"29912,113,52,14256,42,17,19,20,151,29913,3690,25",2684,1,1,1,0,0.9135821359162937,0.9379550784265427,5,0.7494694883906949,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,9.714285714285714,9.933696206895894,6285.690476190476,12.344074447634387
movie,"['purchase', 'rent', 'subscription']",100,7.115504095793319,0.6826261691,11,1.1265750641,1.6547073468,"24561,10478,3761,335,83,18196,31,10,43,14,15,17,18,19,20,21,26834,26835,28536,361",2685,1,1,1,1,0.9067117852853883,0.7426761651285747,11,0.9623239232095826,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,5.4,10.817898624218548,2294.3769559032717,9.526387174107091
movie,"['purchase', 'rent']",130,7.154244876931594,0.7217653315000001,5,1.0903647208,1.6547073468,"234,3503,808,860,598,7,7003,31,10,54,17,19,20,151,2743,2744,7005,489,25",2686,1,1,1,0,0.9135821359162937,0.8124286529411822,5,0.8734718786995477,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7.5,11.682896061705152,9665.5625,13.309155343677974
movie,"['purchase', 'rent']",100,6.994958456685034,0.6909080594,5,1.1194091265,1.6547073468,"1873,1131,1885,3992,23687,7,51,13554,13555,42,17,18,19,20,23688,23689",2687,1,1,1,0,0.8853340333824391,0.7574358691383902,5,0.9447403228190456,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,7.962117344646453,11.565113026048769,5478.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",80,7.4977760868078915,0.6166515975,11,1.1369237919,0.0,"29049,29050,9811,29051,29052,247,24198,1492,14,15,16,17,18,19,20,29053,9815,25",2688,1,1,1,1,0.9745044971894252,0.6250985211708442,11,0.9877173754475184,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7.2727272727272725,11.364442330586618,2770.905723905724,9.69486474655511
movie,"['purchase', 'rent']",90,6.800483153201388,0.7208257393,2,1.1230198714,1.6547073468,"79,3820,29249,4160,312,342,7,8821,3883,32,54,19,20,116,29250",2689,1,1,1,0,0.8508454793386919,0.8107541435888992,2,0.9536002793212859,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7.75,10.328350398899842,4442.75,13.309155343677974
movie,[],100,7.121517173814107,0.6789413814,0,1.1175823742,1.6804096966,"10724,12765,3214,755,1175,83,336,10729,85,42,10730,12766",269,1,0,0,0,0.907778153932586,0.7361092614603375,0,0.9402578832209545,5,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,11.970578134156934,0.0,16.081744065917757
movie,[],80,7.483001185909821,0.6698305927,0,1.1318073548,1.6547073468,"31061,31062,31063,27616,4805,270,11758,42,11759,11760,25",2690,1,0,0,0,0.9718842931892961,0.7198723228343848,0,0.9751627886772245,4,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,13.762337603384989,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",80,7.0739921514452035,0.7760554559999999,16,1.1283323575,1.6547073468,"19052,7,52,19053,1134,85,14,15,17,18,19,20,21,55",2691,1,1,1,1,0.8993499922429551,0.9091826715588922,16,0.966635926277335,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7.9714285714285715,9.089508768923082,2868.2108626198083,9.642393694817658
multipart_movie,"['purchase', 'rent', 'subscription']",60,7.113169022523287,0.7760554559999999,11,1.0944547916,1.5927161087,"32924,10471,10422,396,83,32925,3771,14,15,3274,272,9719,16097,32926",2692,1,1,1,1,0.9062976797448543,0.9091826715588922,11,0.8835079932362135,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,9.6,10.817898624218548,687.5746268656717,10.4907570854069
movie,"['purchase', 'rent', 'subscription']",130,6.806217256093067,0.8238583656999999,21,1.0984737271,1.6547073468,"2139,7515,8544,724,3172,7,7147,42,14,15,17,18,19,20,21,880,1710,25",2693,1,1,1,1,0.8518623741008009,0.9943753959759181,21,0.8933695577336969,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,9.656862745098039,8.894803152929406,6470.348545636911,8.483846115395972
movie,"['purchase', 'rent', 'subscription']",100,7.623795752203966,0.7093529006999999,32,1.1419293948,1.6804096966,"624,660,21026,3983,342,7,28329,31,43,14,15,131,17,18,19,21,44,25",2694,1,1,1,1,0.996853021463372,0.7903076397408118,32,1.0,5,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,7.607758620689655,5.992114399226203,5327.112666413085,6.597947328753774
movie,"['purchase', 'rent']",90,7.638224856456311,0.6719953728,6,1.1419293948,1.6804096966,"310,400,1673,4191,7,12047,10,54,131,17,18,19,25",2695,1,1,1,0,0.9994119013462963,0.7237303205094252,6,1.0,5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,6.8,6.754736989433135,4693.189204229271,8.587870179134196
movie,"['purchase', 'rent', 'subscription']",90,7.531746816188383,0.6508784244,10,1.1386044027,0.0,"6343,15568,15569,2216,7,15570,43,14,15,17,18,19,20,21,25",2696,1,1,1,1,0.980528919391924,0.6860964112587136,10,0.9918412166485946,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,8.4,11.054287402282778,2547.5178571428573,11.363245194622662
movie,[],90,6.684255690870895,0.7449237343,0,1.0126117179,1.5927161087,"12697,14866,21667,16690,3765,21668,16997,396,16378,43,21325,16620,644",2697,1,0,0,0,0.8302335196494766,0.8537007729870227,0,0.6826834838692886,3,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,10.0,13.069190422825043,4321.685714285714,12.526396004428342
